TIME 24 HOURS,COUNTY,ROAD,PLACE,BRIEF ACCIDENT DETAILS,GENDER,AGE,CAUSE CODE,VICTIM,NO.,Date DD/MM/YYYY,year,hour,is_peak_hour
30,MOMBASA,AIRPORT ROAD,NEAR BOMU AREA,THE VEHICLE LOST CONTROL AND LANDED OFF THE ROAD,M,51,26.0,DRIVER,1,2017-08-13,2017,0.0,0
440,NAIROBI,NGONG ROAD,ADAMS ARCADE,THE VEHICLE KNOCKED DOWN THE VICTIM,F,40,7.0,PEDESTRIAN,1,2017-08-12,2017,4.0,0
2100,MACHAKOS,NAIROBI MOMBASA,NATION CENTRE,THE VEHICLE KNOCKED DOWN THE VICTIM,M,30,60.0,PEDESTRIAN,1,2017-08-12,2017,21.0,0
1430,MERU,MERU NKUBU,NGONYI,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,8.0,PEDESTRIAN,1,2017-08-12,2017,14.0,0
1430,NAIROBI,JOGOO ROAD,RASTA STAGE,THE VEHICLE KNOCKED DOWN THE VICTIM,F,J,7.0,PEDESTRIAN,1,2017-08-12,2017,14.0,0
1200,LAIKIPIA,NANYUKI BARAKA,SLAUGHTER HOUSE,THE CYCLE KNOCKED DOWN THE VICTIM,F,A,63.0,PEDESTRIAN,1,2017-08-12,2017,12.0,0
,KIAMBU,LARI,LARI KIAMBU,THE VEHICLE LOST CONTROL AND ROLLED SEVERAL TIMES,M,A,26.0,PASSENGER,1,2017-08-12,2017,,0
430,KIAMBU,NAIROBI THIKA,JUJA FLY OVER,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,60.0,PEDESTRIAN,1,2017-08-11,2017,4.0,0
1900,NAIROBI,WAIYAKI WAY,MOUNTAIN VIEW,HIT AND RUN,M,A,,PEDESTRIAN,1,2017-08-11,2017,19.0,1
2000,MACHAKOS,UNKNOWN,,THE VEHICLE KNOCKED DOWN THE VICTIM,J,J,8.0,PILLION PASSENGER,1,2017-08-11,2017,20.0,0
2230,KIAMBU,THOGOTO GIKAMBURA,SOUTHERN BY PASS FLY OVER,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,7.0,PEDESTRIAN,1,2017-08-11,2017,22.0,0
2330,KIAMBU,NAIROBI THIKA SERVICE LANE,KIHUNGURO SHELL PETROL STATION,HIT AND RUN,M,30,60.0,PEDESTRIAN,1,2017-08-11,2017,23.0,0
,KIAMBU,GIKAMBURA NDEIYA ROAD,GIKAMBURA SHOPPING CENTRE,HIT AND RUN,M,A,98.0,PEDESTRIAN,1,2017-08-11,2017,,0
2300,NYANDARUA,FLYOVER NJAMBINI ROAD,MWENDANDU TRADIND CENTRE,THE CYCLE KNOCKED DOWN THE VICTIM AND LANDED INTO A DITCH,M,A,68.0,M/CYCLIST,1,2017-08-11,2017,23.0,0
2300,NYANDARUA,FLYOVER NJAMBINI ROAD,MWENDANDU TRADIND CENTRE,THE CYCLE KNOCKED DOWN THE VICTIM AND LANDED INTO A DITCH,M,A,68.0,PEDESTRIAN,1,2017-08-11,2017,23.0,0
10,NAKURU,MOLO TOWNSHIP,MOLO TOWNSHIP,HIT AND RUN,M,A,98.0,PEDESTRIAN,1,2017-08-11,2017,0.0,0
2000,NAKURU,MAI MAHIU,MAI MAHIU TOWNSHIP,THE VICTIM FELL FROM THE TANKER,M,A,67.0,PEDESTRIAN,1,2017-08-11,2017,20.0,0
,NAKURU,NAKURU ELEMENTAITA,NGOROFA AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,J,15,98.0,PEDESTRIAN,1,2017-08-11,2017,,0
230,KIAMBU,GATUNDU KENYATTA,MUTOMO,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,,PEDESTRIAN,1,2017-08-11,2017,2.0,0
40,NAIROBI,THIKA ROAD,MUTHAIGA,HIT AND RUN,M,A,98.0,PEDESTRIAN,1,2017-08-11,2017,0.0,0
1730,BUSIA,BUTULA-MUMIAS,TONGILO,THE VEHICLE KNOCKED DOWN THE VICTIM,F,5,98.0,PEDESTRIAN,1,2017-08-10,2017,17.0,1
810,NAIROBI,JOGOO,NEAR DC STAGE,THE PASSENGER FELL DOWN WHILE THE VEHICLE WAS IN MOTION,M,36,70.0,PASSENGER,1,2017-08-09,2017,8.0,1
900,MACHAKOS,KIVAA-EMBU,NEAR KIVAA SECONDARY SCHOOL,HIT & RUN,M,42,98.0,PEDESTRIAN,1,2017-08-09,2017,9.0,1
2130,KIAMBU,UNKNOWN,KWA MAIKO TRADING CENTRE,THE VEHICLE KNOCKED DOWN THE VICTIM,M,31,38.0,PEDESTRIAN,1,2017-08-09,2017,21.0,0
1830,KITUI,KYUSINI-MUTHA,NDAKANI,THE VEHICLE ROLLED,M,A,7.0,PASSENGER,1,2017-08-08,2017,18.0,1
2300,KIAMBU,NAIVASHA-NAIROBI,NYAMBANE,THE VEHICLE HIT THE MOTOR CYCLE,M,A,29.0,M/CYCLIST,1,2017-08-08,2017,23.0,0
1730,HOMA BAY,KENDU BAY-KATITO,NYAKWERE,THE VEHICLE LOST CONTROL AND ROLLED SEVERALLY,M,A,26.0,DRIVER,1,2017-08-08,2017,17.0,1
1830,NAIROBI,UHURU HIGH WAY,BUNYALA ROUND ABOUT,THE VEHICLE LOST CONTROL AND ROLLED SEVERALLY,M,A,26.0,DRIVER,1,2017-08-08,2017,18.0,1
1630,BUSIA,BUSIA-MUMIAS,OCHUDE,THE VEHICLE HIT A PEDAL CYCLIST,M,J,7.0,PEDAL CYCLIST,1,2017-08-08,2017,16.0,0
1740,KERICHO,KERICHO-NAKURU,CHEPSIR,THE VEHICLE LOST CONTROL AND ROLLED SEVERALLY,M,A,26.0,DRIVER,1,2017-08-08,2017,17.0,1
545,NAIROBI,EASTERN BY PASS,NEAR GSU TRAINING SCHOOL,THE PRADO HIT THE M/CYCLE,M,28,50.0,M/CYCLIST,1,2017-08-07,2017,5.0,0
620,EMBU,KIVAA-EMBU,KIRITIRI MARKET,"THE VEHICLE HAD A TYRE BBURST, LOSING CONTROL AND ROLLED",F,33,79.0,PASSENGER,1,2017-08-07,2017,6.0,1
1300,NYERI,MARWA-KIGANJO,AT KAGUMO HIGH SCHOOL,"THE VEHICLE HAD A TYRE BBURST, LOSING CONTROL AND LANDED",M,A,79.0,PASSENGER,1,2017-08-07,2017,13.0,0
1830,NAIROBI,FIRST AVENUE,AT JUNCTION OF THIRD STREET EISTLEIGH,THE VEHICLE KNOCKED DOWN THE VICTIM,M,30,98.0,PEDESTRIAN,1,2017-08-07,2017,18.0,1
1800,KISII,KISII-KISUMU,AT MOSOCHO AREA,HEAD ON COLLISION,M,A,37.0,M/CYCLIST,1,2017-08-07,2017,18.0,1
2200,KAJIADO,ISINYA-KITENGELA,KENCHIC NEAR KENOL PETROL STATION,THE PASSENGER FELL DOWN WHILE THE VEHICLE WAS IN MOTION,M,27,70.0,PASSENGER,1,2017-08-07,2017,22.0,0
2200,NYERI,NYERI-NANYUKI,NATIONAL OIL PETROL STATION,HEAD ON COLLISION,M,40,40.0,M/CYCLIST,1,2017-08-07,2017,22.0,0
400,NAKURU,NAKURU-NAIROBI,MALEWA BRIDGE,HEAD ON COLLISION,M,40,10.0,DRIVER,1,2017-08-05,2017,4.0,0
630,NAIROBI,MOMBASA ROAD,NEAR JKIA,M/V KNOCKED DOWN A PEDESTRIAN,M,39,98.0,PEDESTRIAN,1,2017-08-05,2017,6.0,1
1230,NAKURU,MAAI-MAHIU NAIVASHA,GOVERNER AREA,M/V KNOCKED DOWN A PEDESTRIAN,M,39,68.0,PEDESTRIAN,1,2017-08-05,2017,12.0,0
2230,KISII,KEROKA-NYANGUSU,HOTELI AREA,M/V KNOCKED DOWN A M/JPEDESTRIAN,M,J,98.0,PEDESTRIAN,1,2017-08-05,2017,22.0,0
1800,EMBU,KYENI KARURUMO,KARARARI AREA,M/CYCE WAS HIT BY M/V KILLING THE PASSENGER,F,28,30.0,PASSENGER,1,2017-08-05,2017,18.0,1
2320,MAKUENI,WOTE MAKINDU,KISINGIONI AREA,M/CYCLE RAMMED AT THE REAR OF A P/CYCLIST,M,A,7.0,P/CYCLIST,1,2017-08-05,2017,23.0,0
1000,MOMBASA,OLD MOIYNE DRIVE,NEAR SIMBA ROAD JUNCTION,LOST CONTROL AND RAMMED FROM REAR ONTO M/CYCE,M,A,16.0,RIDER P/PASSANGER,2,2017-08-04,2017,10.0,0
700,MARSABIT,MARSABIT MOYALE RD,NEAR BUBISA,M/V PUSHE BY WIND HENCE LOOSING CONTROL AND OVERTURNED,M,A,97.0,PASSENGER,1,2017-08-04,2017,7.0,1
1630,NYAMIRA,NYAMIRA-MIRUKA RD,AT RANGENYO AREA,M/V LOST CONTROL HITTING PEDESTRIANS,M,A,26.0,PEDESTRIAN,1,2017-08-04,2017,16.0,0
2130,NYANDARUA,NYAHURURU BOIMAN RD,KERISON AREA,HEAD ON COLLISION,M,A,39.0,RIDER,1,2017-08-04,2017,21.0,0
2120,NAIROBI,TOM MBOYA STREET,NEAR WORLD BUSINESS CENTER,M/V HIT PEDESTRIANS CROSSING THE ROAD,F,35,10.0,PEDESTRIAN,1,2017-08-04,2017,21.0,0
1700,MARSABIT,UNKNOWN,NEAR WATITI MARKET,LOST CONTROL AND ROLLED SEVERALLY AND LANDED INTO A DITCH,M,30,26.0,DRIVER,1,2017-08-04,2017,17.0,1
30,KITUI,KITUNGATI-KATWALA RD,MANGANI VILLAGE,HIT A PEDESTRIAN CROSSING THE ROAD,F/J,6,61.0,PEDESTRIAN,1,2017-08-04,2017,0.0,0
2300,NAKURU,MOGOTHE KIRIMA,WANYORORO,M/CYCLE KNONCKED ADOWN A JUNIOR PLAYING,F/J,6,62.0,P/PEDESTRIAN,1,2017-08-04,2017,23.0,0
320,KIAMBU,THIKA SUPER HIGHWAY,KWA KAIRO,LOST CONTROL AND RAMMED INTO THE OTHER M/V,M,A,26.0,DRIVER 2 PASSANGERS,3,2017-08-03,2017,3.0,0
2140,MACHAKOS,MATUU-MWINGI,EKALAKALA,KNOCKED DOWN A PEDESTRIAN,M,A,8.0,PEDESTRIAN,1,2017-08-03,2017,21.0,0
2030,VIHIGA,LUANDA-MAJENGO,IKUMBA,KNOCKED DOWN A PEDESTRIAN,M,A,59.0,PEDESTRIAN,1,2017-08-03,2017,20.0,0
1800,NAKURU,NAKURU-RAVINE,OLIVE INN,KNOCKED DOWN A J/PEDESTRIAN,M,J,98.0,PEDESTRIAN,1,2017-08-03,2017,18.0,1
1900,HOMABAY,MBITA-HOMABAY,OGONGO,HIT AND RUN,M,J,26.0,PEDESTRIAN,1,2017-08-03,2017,19.0,1
1400,NANDI,NANDI HILL-KIMAKI,SEPTON,LOST CONTROL AND LANDED IN A DITCH,M,A,26.0,PASSANGER,1,2017-08-03,2017,14.0,0
600,NAIROBI,SOUTHERN BY-PASS,NEAR LANGATA NATIONAL HOUSING,M/V KNOCKED DOWN A PEDESTRIAN WHILE CROSSING THE ROAD,F,41,98.0,PEDESTRIAN,1,2017-08-02,2017,6.0,1
830,BOMET,SILIBWET KIPTAGICH RD,NEAR KIPTAGICH MARKET,LOST CONTROL AND OVERTURNED,M,A,26.0,PASSENGER,1,2017-08-02,2017,8.0,1
1330,NANDI,MOSORIOT-KABIYET RDD,AT KAMOIYWO ARE,M/V HIT FROM REAR A CYCLIST,M,13,29.0,P/CYCLIST,1,2017-08-02,2017,13.0,0
1250,NYERI,MUTHINGA GATITU RD,AT KANGUBIINI AREA,LOST CONTROL OF M/CYCLE AND THROWN TO THE SHAMBA,M,18,54.0,M/CYCLIST,1,2017-08-02,2017,12.0,0
1530,NAIROBI,KOMBO MUNYIRI RD,NEAR BARCLAYS BANK,HIT A PEDESTRIAN WHILE REVERSING,M,59,,PEDESTRIAN,1,2017-08-02,2017,15.0,0
1830,NYAMIRA,KEROKA-SOTIK RD,AT REONZUNE AREA,SLIPPED WHILE NEGOTIATING A CORNER AND LANDED ON THE LEFT SIDE,M,28,12.0,PASSANGER,1,2017-08-02,2017,18.0,1
2200,MAKUENI,EMALI MATILIKU MURRAM RD,KWAKAKULU,M/CYCLE WAS HIT BY THE M/V,M/J,12,8.0,P/PASSENGER,1,2017-08-02,2017,22.0,0
UNKNOWN,NYERI,NYERI-IHURURU,98 AREA,HIT AND RUN,M,38,98.0,PEDSTRIAN,1,2017-08-01,2017,,0
930,HOMA BAY,OYUGIS-KISUMU,SIKRI AREA,THE VICTIM WAS RAN OVER BY THE SAID VEHICLE,M,19,98.0,M/CYCLIST,1,2017-08-01,2017,9.0,1
1045,NYERI,TAGWA-NDATHI MURRAM ROAD,MBIRIRI SHOPPING CENTER,THE VICTIM TRIED TO BOARD THE MOVING VEHICLE AND FELL OFF,M,A,67.0,PEDESTRIAN,1,2017-08-01,2017,10.0,0
1430,KILFI,MALINDI-MOMBASA,MSABAHA AREA,THE VEHICLE COLLIDED HEAD ON WITH THE MOTOR CYCLE,M,A,10.0,M/CYCLIST,1,2017-08-01,2017,14.0,0
1400,TAITA TAVETA,MOMBASA-NAIROBI,NDARA AREA,THE VEHICLE COLLIDED HEAD ON WITH THE TRAILER,M&f,A&J,10.0,PASSENGERS,4,2017-08-01,2017,14.0,0
2010,TAITA TAVETA,TAVETA-MWATATE,MURKA AREA,THE VEHICLE LOST CONTROL AND VEERED OF THE ROAD,M,A,79.0,DRIVER,1,2017-08-01,2017,20.0,0
2000,MERU,MERU-NANYUKI,NEAR ELEPHANT CORRIDOR,THE VEHICLE LOST CONTROL AND VEERED OF THE ROAD,M,A,78.0,DRIVER & PASSENGER,2,2017-08-01,2017,20.0,0
1700,KISUMU,KISUMU BUSIA,KISIANI,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,98.0,M/CYCLIST,1,2017-07-31,2017,17.0,1
UNKNOWN TIME,BARINGO,NAKURU-ELDORET,GATARAKWA,M/V HIT A PEDESTRIAN CROSSING THE ROAD,M,60,68.0,PEDESTRIAN,1,2017-07-30,2017,,0
UNKNOWN TIME,MURANGA,KAHAGAINI,MURANGA KANGEMA,HIT AND RUN,M,42,98.0,PEDESTRIAN,1,2017-07-30,2017,,0
1130,HOMABAY,KENDU BAY TOWN SHIP,KENDU BAY/OYUGIS JUNCTION,LOST CONTROL AND RAMMED ON ANOTHER VEHICLE,M,28,63.0,PEDESTRIAN,1,2017-07-30,2017,11.0,0
UNKNOWN TIME,NYANDARUA,KINYATTA ROAD,FLY-OVER NJABINI,HIT AND KNOCKED DOWN THE PEDAL CYCLIST,M,70,47.0,M/CYCLIST,1,2017-07-30,2017,,0
845,HOMABAY,KENDU BAY KATITU ROAD,SEKA AREA,HIT AND KNONCKED DOWN A PEDESTRIAN,M,30,68.0,M/CYCLIST,1,2017-07-30,2017,8.0,1
1930,KAKAMEGA,KUVASALI-IKOLI,KUVASALI AREA,M/V COLLIDED HEAD ON WITH M/CYCLE,M,15,26.0,P/CYCLIST,1,2017-07-30,2017,19.0,1
2145,KERICHO,SOTIK-KERICHO,CHEBAON TRADING CENTER,M/V AVOIDED HITTING A M/CYCLIST HENCE LANDING ON A DITCH,M,33,10.0,DRIVER,1,2017-07-30,2017,21.0,0
2100,NAKURU,NAKURU-ELDORET,MIGAA AREA,M/V HIT OTHER VIHICLES THROWING THEM OFF THE ROAD,M,A,63.0,DRIVER,1,2017-07-30,2017,21.0,0
1630,MAKUENI,NAIROBI MOMBASA ROAD,KIBOKO AREA,M/V HIT A PEDESTRIAN CROSSING THE ROAD,M,70,60.0,PEDESTRIAN,1,2017-07-30,2017,16.0,0
1700,TAITA TAVETA,KASIGU-MAUNGU,BONDENI AREA,M/V HIT A PEDESTRIAN CROSSING THE ROAD,M,J,98.0,PEDESTRIAN,1,2017-07-30,2017,17.0,1
2000,THARAKA NITHI,KIRIANE MUTINDWA ROAD,GIANGIRI AREA,RIDDER HIT A PEDESTRIAN CROSSING THE ROAD,M,J,,RIDER,1,2017-07-30,2017,20.0,0
UNKNOWN TIME,MARSABIT,ILL OUT AREA,ILL OUT AREA,M/V KNOCKED DOWN THE M/CYCLIST,M,A,,RIDER,1,2017-07-30,2017,,0
600,NAIROBI,SPINE ROAD,KAYOLE JUNCTION,THE VEHICLE COLLIDED HEAD ON WITH THE MOTOR CYCLE,M,A,29.0,M/CYCLIST,1,2017-07-29,2017,6.0,1
1400,KERICHO,KERICHO-LONDAINI,CHEPSIR AREA,THEVEHICLE WAS ON A HILL AND STARTED MOVING BACKWARD AND HIT THE TANKER,M,31,81.0,DRIVER,1,2017-07-29,2017,14.0,0
1730,MERU,CHOGORIA-MERU,MARA RIVER BRIGDGE,THE VEHICLE COLLIDED HEAD ON WITH THE MOTOR CYCLE,M,42,98.0,M/CYCLIST,1,2017-07-29,2017,17.0,1
1900,KERICHO,KERICHO-LONDIANI,KEDOWA AREA,THE VEHICLE LOST CONTOL AND VEERED OFF THE ROAD,M,A,26.0,PASSENGER,2,2017-07-29,2017,19.0,1
1845,NYERI,KERUGOYA-KARATINA,KARATINA AREA,THE VEHICLE COLLIDED HEAD ON WITH THE MOTOR CYCLE,M,25,10.0,M/CYCLIST,1,2017-07-29,2017,18.0,1
1900,NAKURU,NAKURU-NAIROBI,FREE AREA,THE VEHICLE KNOCKED DOWN A VICTIM,M,A,90.0,PEDSTIRAN,1,2017-07-29,2017,19.0,1
1830,MIGORI,OGWEDHI-OYANI MASAI MURRAM RD,TITINA AREA,THE VEHICLE KNOCKED THE M/CYCLE,M,A,98.0,P/PASSENGER,1,2017-07-29,2017,18.0,1
2050,KIAMBU,THIKA SUPER HIGHWAY,CLAYWORKS AREA,THE VEHICE KNOCKED DOWN A VICTIO\M,M,A,60.0,PEDSTIRAN,1,2017-07-29,2017,20.0,0
2230,MOMBASA,POTREITZ ROAD,CORNER SOWETO AREA,THE VICTIM WAS RAN OVER BY THE SAID VEHICLE,M,37,51.0,M/CYCLIST,1,2017-07-29,2017,22.0,0
630,KIAMBU,KIKUYU-WANGIGE ROAD,GITARU SLIP,THE CANTER BRAKES FAILED AND HIT THE MATATU,M,A,68.0,PASSENGER,1,2017-07-28,2017,6.0,1
20,NAIROBI,KABIRIA ROAD,SATELITE,HEAD ON COLLISION,M,28,8.0,M/CYCLIST,1,2017-07-28,2017,0.0,0
1050,BARINGO,ITEN-KARBANET,AINAMOI,THE VEHICLE KNOCKED DOWN THE VICTIM,F,J,7.0,PEDESTRIAN,1,2017-07-28,2017,10.0,0
1200,NAROK,NAROK-MAHIMAHIU,MALTAURO,THE LORRY LOST CONTROL AND HIT THE MATATU,F,A,26.0,PASSENGERS,5,2017-07-28,2017,12.0,0
1750,KIAMBU,NGOIGWA-THIKA ROAD,THIKA FLY OVER,THE M/CYCLE RAMMED INTO THE RARE OF THE LORRY,M,A,10.0,M/CYCLIST,1,2017-07-28,2017,17.0,1
630,KERICHO,KERICHO-KISUMU,KIPSITET AREA,THE TRAILER BREAK FAILED AND LOST CONTROL VEERING OFF THE ROAD AND OVERTURNED,M,A,78.0,DRIVER & PASSENGER,2,2017-07-27,2017,6.0,1
530,BARINGO,NAKURU - ELDORET,HILL TOP AREA,THE BUS RAMMED INTO THE RARE PART OF THE TRAILER,M&F,A&J,98.0,PASSENGERS,8,2017-07-27,2017,5.0,0
1500,NAIROBI,ENTERPRISE ROAD,NEAR KARATASI INDUSTRY,"THE LORRY LOST CONTROL, VEERING OFF THE ROAD AND ROLLED",M,A,98.0,DRIVER,1,2017-07-27,2017,15.0,0
1500,MOMBASA,NAIROBI-MOMBASA,BAHATI AREA,THE LORRY OVERAN A PEDESTRIAN WHO TRIED TO STEAL A RIDE,M,30,72.0,PEDESTRIAN,1,2017-07-27,2017,15.0,0
1520,KISII,KISII-KILGORIS,KIOGORO AREA,THE PROBOX BREAKS FAILED LOST CONTROL HITTING THE MATATU AND THE MATATU COLLIDED WITH THE M/CYCLE,M,A,78.0,2 PASSENGERS & P/PASSENGER,3,2017-07-27,2017,15.0,0
1500,MERU,MAUA-KIENGU,NEAR FARM AREA,THE M/CYCLE OVERAN THE OTHER ONE WHICH FELL DOWN,M,A,39.0,M/CYCLIST,1,2017-07-27,2017,15.0,0
1130,NAIROBI,KENYATTA AVENUE,NEAR SHELL PETROL STATION,THE VEHICLE KNOCKED DOWN THE VICTIM,M,45,98.0,PEDESTRIAN,1,2017-07-27,2017,11.0,0
1840,KISUMU,KAKAMEGA-KISUMU,RIAT AREA,THE MATATU OVERAN TWO P/PASSENGERS WHO FELL FROM THE M/CYCLE,M,A,39.0,P/PASSENGERS,2,2017-07-27,2017,18.0,1
2245,NYAMIRA,MOGOMBO-KEMERA,TOMBE AREA,THE VEHICLE LOST CONTROL VEERING OFF THE ROAD AND KNOCKED DOWN THE VICTIM,M,A,26.0,PEDESTRIAN,1,2017-07-27,2017,22.0,0
240,NAKURU,NAURU-ELDORET,MUKINYAI AREA,THE FH RAMMED INTO THE REAR OF THE TRAILER,M,A,17.0,PASSENGER,1,2017-07-27,2017,2.0,0
700,TRAN NZOIA,KITALE ELDORET,SIYENGA AREA,THE VEHICLE COLLIDED HEAD ON WITH MOTOR CYCLE,M,52,10.0,M/CYCLIST,1,2017-07-26,2017,7.0,1
1100,NAIROBI,FIRST PARKLANDS AVENUE,AVENUE HOSPITAL,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,,PEDESTRIAN,2,2017-07-26,2017,11.0,0
1130,NYAMIRA,KEROKA SOTIK,KIJAURI TRADING CENTRE,THE VEHICLE KNOCKED DOWN THE VICTIM,M,23,52.0,M/CYCLIST,1,2017-07-26,2017,11.0,0
1810,NAIROBI,OUTERING ROAD,DONHOLM SHELL PETROL STATION,THE VEHICLE KNOCKED DOWN THE VICTIM,M,45,,PEDESTRIAN,1,2017-07-26,2017,18.0,1
2050,MAKUENI,NAIROBI MOMBASA ROAD,TALEH HOTEL,THE VEHICLE KNOCKED DOWN THE VICTIM,M,31,60.0,PEDESTRIAN,1,2017-07-26,2017,20.0,0
730,MAKUENI,NAIROBI-MOMBASA,KYULU AREA,HEAD ON COLLISION,M,33,10.0,DRIVER,1,2017-07-25,2017,7.0,1
1540,KAKAMEGA,ELDORET-WEBUYE,MABANGA,HEAD ON COLLISION,M,33,26.0,PASSENGER,1,2017-07-25,2017,15.0,0
1445,NYERI,NYAHURURU-MWEIGA,NEAR KIMATHI UNIVERSITY,HEAD ON COLLISION,M & F,A,66.0,2 DRIVER & 2 PASSENGER,4,2017-07-25,2017,14.0,0
1710,NAIROBI,FIRST AVENUE,NEAR HESHIMA JUNCTION,THE VEHICLE KNOCKED DOWN THE VICTIM,F,25,68.0,PEDESTRIAN,1,2017-07-25,2017,17.0,1
1830,EMBU,EMBU-KIBUKU,NDUNDA AREA,"THE VEHICLE LOST CONTROL, VEERING OFF THE ROAD AND HIT A CALVERT",F,4,26.0,PASSENGER,1,2017-07-25,2017,18.0,1
2200,KISUMU,KISUMU-BUSIA,MOLASSES PLANT AREA,HEAD ON COLLISION,M,A,39.0,M/CYCLIST,1,2017-07-25,2017,22.0,0
230,NYERI,IRINDI-GATUGI,NEAR IRINDI PRIMARY SCHOOL,"THE M/CYCLE LOST CONTROL, VEERING OFF THE ROAD AND HIT A CALVERT",M,32,26.0,M/CYCLIST,1,2017-07-25,2017,2.0,0
UNKNOWN,MAKUENI,MOMBASA NAIROBI,HOLY GHOST HIGH SCHOOL,THE VEHICLE LOST CONTROL AND LANDED INTO A DITCH,M,A,11.0,DRIVER,1,2017-07-24,2017,,0
UNKNOWN,MAKUENI,MOMBASA NAIROBI,HOLY GHOST HIGH SCHOOL,THE VEHICLE LOST CONTROL AND LANDED INTO A DITCH,F,A,11.0,PASSENGER,1,2017-07-24,2017,,0
600,MERU,MAUA KIUTUNI,KWA NJIRU STAGE,THE VEHICLE LOST CONTROL AND HIT THE M/CYCLIST,M,30,26.0,M/CYCLIST,1,2017-07-24,2017,6.0,1
1730,KISII,KISII MIGORI,DARAJA MBILI AREA,THE BUS LOT CONTROL DUE TO BRAKE FAILURE AND RAMMED INTO THE CANTER WHICH HIT THE M/CYCLE,M,A,78.0,M/CYCLIST,1,2017-07-24,2017,17.0,1
1530,KAKAMEGA,SIGALAGALA BUTERE,BUSHANGALA AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,M,69,25.0,P/PASSENGER,1,2017-07-24,2017,15.0,0
830,KIRINYAGA,MAKUTANO SAGANA,KWA V AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,F,45,,PEDESTRIAN,1,2017-07-24,2017,8.0,1
2000,KISUMU,AWASI KERICHO,PALA AREA,HEAD ON COLLISION,M,A,37.0,DRIVER,1,2017-07-24,2017,20.0,0
UNKNOWN,NYANDARUA,OLKALAU NYAHURURU,NYAKARIANGA AREA,HIT AND RUN,M,A,38.0,PEDESTRIAN,1,2017-07-24,2017,,0
230,EMBU,KAMURUGU IRIAMURAI,KAMTUA,THE CYCLE LOST CONTROL AND LANDED INTO THE DITCH,M,40,,DRIVER,1,2017-07-24,2017,2.0,0
800,BOMET,BOMET KAPLONG,NEAR BOMET TOWN,HIT AND RUN,M,48,98.0,PEDESTRIAN,1,2017-07-22,2017,8.0,1
1815,NYAMIRA,NYAMIRA KISII,RIAMARANGA AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,M,7,29.0,PEDESTRIAN,1,2017-07-22,2017,18.0,1
2030,MAKUENI,MOMBASA NAIROBI,MAKINDU TOWN BRIDGE,THE CYCLE RAMMED INTO THE P/CYCLIST,M,43,36.0,M/CYCLIST,1,2017-07-22,2017,20.0,0
1930,VIHIGA,CHAVAKALI KAPSABET,JEPTULU TRADING CENTRE,THE VICTIM JUMPED FROM THE MOVING CYCLE AND WAS OVERAN BY THE VEHICLE,F,13,71.0,P/PASSENGER,1,2017-07-22,2017,19.0,1
2230,HOMA BAY,BONDO AGIGO,AGIGO AREA,THE CYCLE LOST CONTROL AND VEERED OFF THE ROAD AND LANDED INTO A DITCH,M,33,29.0,M/CYCLIST,1,2017-07-22,2017,22.0,0
2230,NYERI,NYERI TETU,KAGUNDUNI AREA,HEAD ON COLLISION,M,45,98.0,P/PASSENGER,1,2017-07-22,2017,22.0,0
2300,KITUI,KITUI-KABATI,KATHIVO,THE UNKNOWN M/V HIT THE PEDAL CYCLE,M,A,98.0,P/CYCLIST,1,2017-07-21,2017,23.0,0
2330,MACHAKOS,MOMBASA -NAIROBIU,MLOLONGO,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,29.0,PEDESTRIAN,1,2017-07-21,2017,23.0,0
215,NAKURU,NAKURU-ELDORET,NAKURU TEACHERS COLLEGE,HEAD ON COLLISION,M,A,10.0,DRIVER & PASSENGER,2,2017-07-21,2017,2.0,0
2100,KAJIADO,NAMANGA-NAIROBI,DOLEGESHI,THE VEHICLE HIT THE CANTER,M,A,10.0,DRIVER,1,2017-07-21,2017,21.0,0
1800,EMBU,KIVAA-KIRITIRI,KIRITIRI,THE VEHICLE KNOCKED DOWN THE VICTIM,M,J,10.0,PEDESTRIAN,1,2017-07-21,2017,18.0,1
2030,KIAMBU,THIKA SUPERHIGH WAY,WAKI STAGE,THE VEHICLE HIT ANOTHER M/V,M,A,60.0,PASSENGER,1,2017-07-21,2017,20.0,0
1800,KITUI,MWINGI-KYUSO,MUUNGU,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,98.0,P/CYCLIST,1,2017-07-21,2017,18.0,1
1830,NAIROBI,NAIVASHA ROAD,TRITON,THE PEDESTRIAN FELL DOWN WHILE HE WAS TRYING TO BOARD THE BUS,M,A,72.0,PEDESTRIAN,1,2017-07-21,2017,18.0,1
1050,KITUI,KITUI-MACHAKOS,KAVINDANI,THE VEHICLE HIT ANOTHER M/V,M,A,98.0,DRIVER,1,2017-07-21,2017,10.0,0
